TAG,TEXT,LINK
<p>,"TEDX speaker/painter/entrepreneur Onkar Gandhi to talk to students about his journey and help them explore themselves.","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"She demonstrated various relaxation techniques and stressed upon mental well-being.","https://pec.ac.in/student-counselling-cell"
<p>,"The sessions were stress buster for many students.","https://pec.ac.in/student-counselling-cell"
<p>,"Other details","https://pec.ac.in/student-counselling-cell"
<p>,"Student counselling cell has an online page on Facebook & Instagram through which it interacts with the people by posting all the updates about the happenings in the institute and share quotes on various aspects about life.","https://pec.ac.in/student-counselling-cell"
<p>,"Contact Details:-","https://pec.ac.in/student-counselling-cell"
<p>,"O/I Prof. Raminder Kaur (Department of Electrical Engineering)","https://pec.ac.in/student-counselling-cell"
<p>,"Secretary- Jayan Bathla, 9996038388","https://pec.ac.in/student-counselling-cell"
<p>,"Joint Secretary- Gaurav Chhabra, 9425336889","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"","https://pec.ac.in/student-counselling-cell"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/student-counselling-cell"
<p>,"Quick Links","https://pec.ac.in/clubs/recent-events"
<p>,"","https://pec.ac.in/clubs/recent-events"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/clubs/recent-events"
<p>,"Quick Links","https://pec.ac.in/clubs/recent-achievements"
<p>,"","https://pec.ac.in/clubs/recent-achievements"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/clubs/recent-achievements"
<p>,"Quick Links","https://pec.ac.in/forms"
<p>,"","https://pec.ac.in/forms"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/forms"
<p>,"Quick Links","https://pec.ac.in/nss"
<p>,"","https://pec.ac.in/nss"
<p>,"National Service Scheme is a student centered programme and it is complementary to education. It is a noble experiment in academic extension. It inculcates the spirit of voluntary work among students and teachers through sustained community interaction. It brings our academic institutions closer to the society. It is a link between the campus and community, the college and village, knowledge and action. The overall aim of NSS is the Personality Development of students through community service. It gives an extension dimension to Higher Education system and orients the student youth to community service.","https://pec.ac.in/nss"
<p>,"The youth in all ages has been in the vanguard of progress and social change, thirst for freedom, impatience for quicker pace of progress and a passion for innovation, coupled with idealism and creative fervour, saw the youth in the forefront of the freedom struggle in our own land. Ever since independence there has been growing awareness of the desirability of involving students in National Service. The first Education Commission (1950) recommended the introduction of national service by students on a voluntary basis, but NSS was officially included in the curriculum for University students, along with National Sports Organization (NSO) and National Cadet Corps (NCC), after the Conference of State Education Ministers in April 1967.","https://pec.ac.in/nss"
<p>,"National Service Scheme, popularly known as NSS, was formally launched on 24th September, 1969, the birth centenary of the Father of the Nation. 24th September is celebrated every year as NSS Day nationwide.","https://pec.ac.in/nss"
<p>,"The scheme now extends to all the states and universities in the country. Students, teachers, parents, guardians, persons in authority in government, universities and colleges and the people in general now realize the need and significance of NSS. NSS is, thus a concrete attempt in making education relevant to the needs of the society.","https://pec.ac.in/nss"
<p>,"The motto of NSS is 'NOT ME BUT YOU'. This reflects the essence of democratic living and upholds the need for selfless service and appreciation of the other person’s point of view and also to show consideration for fellow human beings.","https://pec.ac.in/nss"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/nss"
<p>,"Quick Links","https://pec.ac.in/ncc"
<p>,"","https://pec.ac.in/ncc"
<p>,"National Cadet Corps in India was conceptualized and raised before independence, mainly with an aim to groom the youth, boys and girls both, nurture them and channelize their energy towards nation building by making them responsible citizens. The NCC is a voluntary organization which is administered through the Ministry of Defence. The Defence Secretary is overall in charge, who is responsible to the Govt of India for efficient functioning of the NCC and other matters. After independence, the present day NCC came into existence on 16 Apr 1948, through XXXI Act of Parliament. NCC was formally inaugurated on 15 Jul 1948. The Girls Division of the NCC was raised in Jul 1949. On 01 Apr 1950, Air Wing was raised, with one Air Squadron each at Bombay and Kolkata. The Naval Wing of the NCC was raised in Jul 1952, thus completing the true representation of all services in the Corps. National Cadet Corps is a Tri-Services Organization, comprising the Army, Navy and Air Force. NCC in India is a voluntary organization which recruits cadets from high Schools, Colleges and Universities all over India. The Cadets are given basic military training in small arms and parades. The officers and cadets have no liability for active military service once they complete their course but are given preference over normal candidates during selections based on the achievements in the corps. The NCC Day is observed on the fourth Sunday of November.","https://pec.ac.in/ncc"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc"
<p>,"Quick Links","https://pec.ac.in/ncc/motto-pledge"
<p>,"","https://pec.ac.in/ncc/motto-pledge"
<p>,"Unity and Discipline (Ekta aur Anushasan)","https://pec.ac.in/ncc/motto-pledge"
<p>,"We the cadet of the National Cadet Corps, do solemnly pledge that we shall always uphold the Unity of India. We resolve to be disciplined and responsible citizen of our Nation. We shall undertake positive community service in the spirit of selflessness and concern for our fellow beings.","https://pec.ac.in/ncc/motto-pledge"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc/motto-pledge"
<p>,"Quick Links","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"The N.C.C. Army wing started in the Institute from the year 1977, with a limited enrolment of 54 cadets in 2 Chandigarh Battalion NCC. To strengthen the idea of Youth development, Institute has offered NCC as a proficiency course with credit at the end of 1st year and Final Year (from 2014-15 batch onwards). Students have a choice to opt for NCC as a proficiency course among NCC/NSS/Sports in first year. Institute strongly supports financially and morally to all the activities of NCC being held in the Institute.","https://pec.ac.in/ncc-pec"
<p>,"ANO is an important link in the NCC organization between the BN and the cadets. As a matter of fact, ANO is the feeder node of NCC since he / she is the one who is in direct contact with the cadets all throughout the year.","https://pec.ac.in/ncc-pec"
<p>,"Lt (Dr.) Kamal Kumar, Assistant Professor Department of Mechanical Engineering, is an Associate NCC Officer in PEC University. He has undergone three months training at OTA Kamptee (PRCN-158, from July-October 2015) and commissioned as an ANO NCC with a Rank of Lieutenant on 19/10/2015.","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"","https://pec.ac.in/ncc-pec"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc-pec"
<p>,"Quick Links","https://pec.ac.in/ncc/activities"
<p>,"","https://pec.ac.in/ncc/activities"
<p>,"PEC University always support and promote their NCC cadets to participate in various NCC activities in Institute or throughout India. The basic NCC, military course, Drill training is conducted by the ANO NCC and PI staff from the Battalion. Due importance is given to the training of NCC cadets. Intensive training of NCC cadets includes Basic, Advance and Specialised training, with major stress being laid on training camps.","https://pec.ac.in/ncc/activities"
<p>,"These are held within the state under the aegis of respective NCC Directorates and are of 12 days duration for senior boys / girls and 10 days for junior boys / girls.","https://pec.ac.in/ncc/activities"
<p>,"These are of an all India nature and are planned by HQ DGNCC in consultation with the Directorates nominated to conduct them.","https://pec.ac.in/ncc/activities"
<p>,"The centrally organized camps are:","https://pec.ac.in/ncc/activities"
<p>,"Adventure Training and Sports","https://pec.ac.in/ncc/activities"
<p>,"In this, selected cadets are sent to friendly foreign countries for a 10 day visit.","https://pec.ac.in/ncc/activities"
<p>,"Blood Donation camp, Clean India campaign etc","https://pec.ac.in/ncc/activities"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc/activities"
<p>,"Quick Links","https://pec.ac.in/ncc/certificates-examination"
<p>,"","https://pec.ac.in/ncc/certificates-examination"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc/certificates-examination"
<p>,"Quick Links","https://pec.ac.in/ncc/benefits"
<p>,"","https://pec.ac.in/ncc/benefits"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc/benefits"
<p>,"Quick Links","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Army wing","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Naval Wing","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Air wing","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Senior Under Officer","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Senior Cadet Caption","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Senior Under Officer","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet Under Officer","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Junior Cadet Caption","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet Under Officer","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Company Quarter Master Sergeant","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Petty Officer Sergeant Major","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Warrant Officer","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Sergeant","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Leader Cadet","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Sergeant","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Corporal","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet Class I","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Corporal","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Lance Corporal","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet Class II","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Leading Flight Cadet","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Cadet","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/ncc/equivalent-ranks"
<p>,"Quick Links","https://pec.ac.in/current-students/financial-assistance"
<p>,"","https://pec.ac.in/current-students/financial-assistance"
<p>,"Limited funds are available for providing financial assistance to UG/PG/Ph.D students for attending National and international conferences. The students interested in availing themselves of this facility should sent of their applications to the Dean Academic Affairs through their respective Heads of Departments as per details below:","https://pec.ac.in/current-students/financial-assistance"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/current-students/financial-assistance"
<p>,"Quick Links","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"Sr. No.","https://pec.ac.in/current-students/contact-us"
<p>,"Name of Student","https://pec.ac.in/current-students/contact-us"
<p>,"Name of Post","https://pec.ac.in/current-students/contact-us"
<p>,"Mobile No./ E-Mail","https://pec.ac.in/current-students/contact-us"
<p>,"1.","https://pec.ac.in/current-students/contact-us"
<p>,"Shantnu Chawla","https://pec.ac.in/current-students/contact-us"
<p>,"17109037","https://pec.ac.in/current-students/contact-us"
<p>,"Chief Club Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"+91 9041490500","https://pec.ac.in/current-students/contact-us"
<p>,"ccs@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"shantnuchawla.beprod17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"2.","https://pec.ac.in/current-students/contact-us"
<p>,"Prateek Kharb","https://pec.ac.in/current-students/contact-us"
<p>,"17108011","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Chief Club Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"+91 9888269697","https://pec.ac.in/current-students/contact-us"
<p>,"prateekkharb.bemeta17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"3.","https://pec.ac.in/current-students/contact-us"
<p>,"Shreya Gupta","https://pec.ac.in/current-students/contact-us"
<p>,"17103003","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Chief Club Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"+91 7347555334","https://pec.ac.in/current-students/contact-us"
<p>,"shreyagupta.becse17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"4.","https://pec.ac.in/current-students/contact-us"
<p>,"Piyush Sharma","https://pec.ac.in/current-students/contact-us"
<p>,"17103110","https://pec.ac.in/current-students/contact-us"
<p>,"Chief Secretary Technical Societies","https://pec.ac.in/current-students/contact-us"
<p>,"+91 7340797370","https://pec.ac.in/current-students/contact-us"
<p>,"cts@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"piyushsharma.becse17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"5.","https://pec.ac.in/current-students/contact-us"
<p>,"Harshal Jindal","https://pec.ac.in/current-students/contact-us"
<p>,"17104009","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Chief Secretary Technical Societies","https://pec.ac.in/current-students/contact-us"
<p>,"+91 9892653077","https://pec.ac.in/current-students/contact-us"
<p>,"harshaljindal.beele17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"6.","https://pec.ac.in/current-students/contact-us"
<p>,"Manas Saralaya","https://pec.ac.in/current-students/contact-us"
<p>,"17101022","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Chief Secretary Technical Societies","https://pec.ac.in/current-students/contact-us"
<p>,"+91 9624862287","https://pec.ac.in/current-students/contact-us"
<p>,"saralayamanas.beaero17@pec.edu.in","https://pec.ac.in/current-students/contact-us"
<p>,"Contact us","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"Sr. No.","https://pec.ac.in/current-students/contact-us"
<p>,"Name of the club/Society","https://pec.ac.in/current-students/contact-us"
<p>,"Name of the student","https://pec.ac.in/current-students/contact-us"
<p>,"Name of the Post","https://pec.ac.in/current-students/contact-us"
<p>,"Mobile No.","https://pec.ac.in/current-students/contact-us"
<p>,"CLUBS","https://pec.ac.in/current-students/contact-us"
<p>,"1.","https://pec.ac.in/current-students/contact-us"
<p>,"Rotaract Club","https://pec.ac.in/current-students/contact-us"
<p>,"Piyusha Tripathi, SID-17102026","https://pec.ac.in/current-students/contact-us"
<p>,"Jaspreet Singh, SID-17105014","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9646856692","https://pec.ac.in/current-students/contact-us"
<p>,"9877267060","https://pec.ac.in/current-students/contact-us"
<p>,"2.","https://pec.ac.in/current-students/contact-us"
<p>,"Student Counseling Cell","https://pec.ac.in/current-students/contact-us"
<p>,"Jayan Bathla, SID-17103044","https://pec.ac.in/current-students/contact-us"
<p>,"Gaurav Chhabra, SID-17101006","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9996038388","https://pec.ac.in/current-students/contact-us"
<p>,"9425336889","https://pec.ac.in/current-students/contact-us"
<p>,"3.","https://pec.ac.in/current-students/contact-us"
<p>,"CIM","https://pec.ac.in/current-students/contact-us"
<p>,"Aditya Kapoor, SID-17105012","https://pec.ac.in/current-students/contact-us"
<p>,"Pranav, SID-17107006","https://pec.ac.in/current-students/contact-us"
<p>,"Suyash Jain, SID-17107043","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"8727878999","https://pec.ac.in/current-students/contact-us"
<p>,"9097512881","https://pec.ac.in/current-students/contact-us"
<p>,"6280371823","https://pec.ac.in/current-students/contact-us"
<p>,"4.","https://pec.ac.in/current-students/contact-us"
<p>,"Projection & Design Club","https://pec.ac.in/current-students/contact-us"
<p>,"Raghav Bansal, SID-17107075","https://pec.ac.in/current-students/contact-us"
<p>,"Shivam Mehta, SID-17104070","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9501042790","https://pec.ac.in/current-students/contact-us"
<p>,"9876598138","https://pec.ac.in/current-students/contact-us"
<p>,"5.","https://pec.ac.in/current-students/contact-us"
<p>,"Music Club","https://pec.ac.in/current-students/contact-us"
<p>,"Anito Joshy, SID-17104004","https://pec.ac.in/current-students/contact-us"
<p>,"Vipul Gupta, SID-17102084","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9780513159","https://pec.ac.in/current-students/contact-us"
<p>,"9417553060","https://pec.ac.in/current-students/contact-us"
<p>,"6.","https://pec.ac.in/current-students/contact-us"
<p>,"English Editorial Board","https://pec.ac.in/current-students/contact-us"
<p>,"Bhavna Lal, SID- 17104107","https://pec.ac.in/current-students/contact-us"
<p>,"Riya Srivastava, SID-17101023","https://pec.ac.in/current-students/contact-us"
<p>,"Chief Editor","https://pec.ac.in/current-students/contact-us"
<p>,"Commentator","https://pec.ac.in/current-students/contact-us"
<p>,"9876069984","https://pec.ac.in/current-students/contact-us"
<p>,"8146583309","https://pec.ac.in/current-students/contact-us"
<p>,"7.","https://pec.ac.in/current-students/contact-us"
<p>,"Hindi Editorial Board","https://pec.ac.in/current-students/contact-us"
<p>,"Abhinav Saini, SID- 17108054","https://pec.ac.in/current-students/contact-us"
<p>,"Piyush Sharma, SID-17103110","https://pec.ac.in/current-students/contact-us"
<p>,"Chief Editor","https://pec.ac.in/current-students/contact-us"
<p>,"Commentator","https://pec.ac.in/current-students/contact-us"
<p>,"7725959635","https://pec.ac.in/current-students/contact-us"
<p>,"7340797370","https://pec.ac.in/current-students/contact-us"
<p>,"8.","https://pec.ac.in/current-students/contact-us"
<p>,"Punjabi Editorial Board","https://pec.ac.in/current-students/contact-us"
<p>,"Abhishek, SID- 17107099","https://pec.ac.in/current-students/contact-us"
<p>,"Jagnoor Singh Mathara, SID-17101009","https://pec.ac.in/current-students/contact-us"
<p>,"Chief Editor","https://pec.ac.in/current-students/contact-us"
<p>,"Commentator","https://pec.ac.in/current-students/contact-us"
<p>,"9915084020","https://pec.ac.in/current-students/contact-us"
<p>,"8968257915","https://pec.ac.in/current-students/contact-us"
<p>,"9.","https://pec.ac.in/current-students/contact-us"
<p>,"SAASC","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"10.","https://pec.ac.in/current-students/contact-us"
<p>,"Dramatics","https://pec.ac.in/current-students/contact-us"
<p>,"Jai Kataria, SID- 17109005","https://pec.ac.in/current-students/contact-us"
<p>,"Tarun Azad, SID- 17105064","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"7087266712","https://pec.ac.in/current-students/contact-us"
<p>,"8745088033","https://pec.ac.in/current-students/contact-us"
<p>,"11.","https://pec.ac.in/current-students/contact-us"
<p>,"Art & Photography Club","https://pec.ac.in/current-students/contact-us"
<p>,"Sayansh Jindal, SID- 17108046","https://pec.ac.in/current-students/contact-us"
<p>,"Nidhi Sharma, SID- 17108007","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9815936310","https://pec.ac.in/current-students/contact-us"
<p>,"8146716115","https://pec.ac.in/current-students/contact-us"
<p>,"12.","https://pec.ac.in/current-students/contact-us"
<p>,"NSS","https://pec.ac.in/current-students/contact-us"
<p>,"Arshdeep Singh 17107021","https://pec.ac.in/current-students/contact-us"
<p>,"Twinkle Garg 17105043","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9056780270","https://pec.ac.in/current-students/contact-us"
<p>,"9610002444","https://pec.ac.in/current-students/contact-us"
<p>,"13.","https://pec.ac.in/current-students/contact-us"
<p>,"NCC","https://pec.ac.in/current-students/contact-us"
<p>,"V. Arvind, SID-17107008","https://pec.ac.in/current-students/contact-us"
<p>,"Himanshu Kumar, SID- 17102100","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9145057328","https://pec.ac.in/current-students/contact-us"
<p>,"8968291933","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"14.","https://pec.ac.in/current-students/contact-us"
<p>,"WEC","https://pec.ac.in/current-students/contact-us"
<p>,"Shanya Singhal, SID-17103089","https://pec.ac.in/current-students/contact-us"
<p>,"Pranav Dhingra, SID-17103006","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9888753800","https://pec.ac.in/current-students/contact-us"
<p>,"8284841852","https://pec.ac.in/current-students/contact-us"
<p>,"15.","https://pec.ac.in/current-students/contact-us"
<p>,"EIC","https://pec.ac.in/current-students/contact-us"
<p>,"Shreyanshu, SID-17104016","https://pec.ac.in/current-students/contact-us"
<p>,"Animesh Garg, SID-17103109","https://pec.ac.in/current-students/contact-us"
<p>,"Sahil Mehta, SID- 17109002","https://pec.ac.in/current-students/contact-us"
<p>,"Paarth Gauba, SID-17109004","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9914601007","https://pec.ac.in/current-students/contact-us"
<p>,"9914149508","https://pec.ac.in/current-students/contact-us"
<p>,"8607688276","https://pec.ac.in/current-students/contact-us"
<p>,"9501796743","https://pec.ac.in/current-students/contact-us"
<p>,"TECHNICAL SOCIETIES","https://pec.ac.in/current-students/contact-us"
<p>,"1.","https://pec.ac.in/current-students/contact-us"
<p>,"IIM","https://pec.ac.in/current-students/contact-us"
<p>,"Bharat Garg, SID-17108036","https://pec.ac.in/current-students/contact-us"
<p>,"Harnoor Dhaliwal, SID-17108015","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9017465370","https://pec.ac.in/current-students/contact-us"
<p>,"8872339079","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"2.","https://pec.ac.in/current-students/contact-us"
<p>,"IGS","https://pec.ac.in/current-students/contact-us"
<p>,"Sachin Garg, SID-17102105","https://pec.ac.in/current-students/contact-us"
<p>,"Rohit Verma, SID-18102105","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9041549140","https://pec.ac.in/current-students/contact-us"
<p>,"6283730175","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"3.","https://pec.ac.in/current-students/contact-us"
<p>,"SESI","https://pec.ac.in/current-students/contact-us"
<p>,"Piyush Goyal, SID-17104034","https://pec.ac.in/current-students/contact-us"
<p>,"Kartik Jaspal, SID-17105038","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9610458850","https://pec.ac.in/current-students/contact-us"
<p>,"8368621299","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"4.","https://pec.ac.in/current-students/contact-us"
<p>,"ROBOTICS","https://pec.ac.in/current-students/contact-us"
<p>,"Shoraya Jain, SID-17104099","https://pec.ac.in/current-students/contact-us"
<p>,"Vivek Jangral, SID-17103019","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9876686275","https://pec.ac.in/current-students/contact-us"
<p>,"8716904450","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"5.","https://pec.ac.in/current-students/contact-us"
<p>,"SAE","https://pec.ac.in/current-students/contact-us"
<p>,"Naman Chawla, SID-17109016","https://pec.ac.in/current-students/contact-us"
<p>,"Humayun Akhtar, SID-17107093","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"7082055455","https://pec.ac.in/current-students/contact-us"
<p>,"9877093582","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"6.","https://pec.ac.in/current-students/contact-us"
<p>,"IEEE","https://pec.ac.in/current-students/contact-us"
<p>,"Animesh Gupta, SID-17104117","https://pec.ac.in/current-students/contact-us"
<p>,"Aayush Makkar, SID-17104007","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9888913565","https://pec.ac.in/current-students/contact-us"
<p>,"7888562316","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"7.","https://pec.ac.in/current-students/contact-us"
<p>,"SME","https://pec.ac.in/current-students/contact-us"
<p>,"Vivek, SID-18109004","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"8557887566","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"8.","https://pec.ac.in/current-students/contact-us"
<p>,"ASPS","https://pec.ac.in/current-students/contact-us"
<p>,"Syed Mubashir Mehraj, SID-17101001","https://pec.ac.in/current-students/contact-us"
<p>,"Kashish Mahajan, SID-17107011","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"7006058996","https://pec.ac.in/current-students/contact-us"
<p>,"9888317741","https://pec.ac.in/current-students/contact-us"
